Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Fraldas absorventes impermeáveis tamanho médio;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"INDAS PORTUGAL,LDA (503505196)";"9.648,00 €";05-11-2015;30-10-2015;20 dias (20 dias);"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"1. Pelo presente contrato, a 2.ª Contratante compromete-se a executar os serviços de segurança, higiene e saúde no trabalho na entidade. 2. Estes serviços devem garantir as condições exigidas por Lei para os trabalhadores por conta de outrem da associação, nomeadamente: - consulta médica com emissão de ficha de aptidão médica; - visita de higiene e segurança com emissão dos relatórios; - auditoria de avaliação de riscos aos postos de trabalho com emissão dos relatórios; - preenchimento e entrega do RU. 3. Estima-se uma média de 25 (vinte e cinco) trabalhadores por conta de outrem por ano. 4. A média de idade dos trabalhadores abrangidos ronda os 40 (quarenta) anos.  5. As tarefas são as normais de um escritório, administrativas, não havendo contacto com materiais perigosos nem atividades de risco.";Ajuste directo;Aquisição de serviços;"85100000-0, Serviços de saúde";Associação In Loco de Intervenção Formação e Estudos para o Desenvolvimento Local (502091835);"Prévia Safe - Saúde Ocupacional, Higiene e Segurança SA (507261950)";"2.537,50 €";05-11-2015;30-10-2015;1095 dias (3 anos);"Portugal, Faro, São Brás de Alportel";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços para a elaboração de novos projetos de especialidades, no âmbito da reabilitação da Escola Básica Professor Agostinho da Silva ";Ajuste directo;Aquisição de serviços;"72224000-1, Serviços de consultoria em gestão de projectos";Município de Lisboa (500051070);"Limite A Edificandi – Estudos e Projectos de Engenharia e Arquitectura, Lda. (506073912)";"23.400,00 €";05-11-2015;05-11-2015;30 dias (30 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de medicamentos para a farmácia do HP para 2015;Ajuste directo;Aquisição de bens móveis;"24000000-4, Produtos químicos";Direção-Geral de Reinserção e Serviços Prisionais (600085171);D L A Farmaceutica S.A. (503894427);"77,42 €";05-11-2015;25-09-2015;365 dias (1 ano);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Colecalciferol 0,5mg/ml Sol Oral Fr 10ml";Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"MERCK, S.A. (500650870)";"469,20 €";05-11-2015;15-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Contrato para o Desenvolvimento de um Framework de Portais Institucionais das UOEI, pela Universidade do Minho (Ajuste Direto n.º DTSI- 14/2015)";Ajuste directo;Aquisição de bens móveis;"48190000-6, Pacote de software para ensino";Universidade do Minho (502011378);"DEVSCOPE - SOLUÇÕES DE SISTEMAS E TECNOLOGIAS DE INFORMAÇÃO, SA (506694615)";"26.100,00 €";05-11-2015;13-10-2015;60 dias (1 mês e 29 dias);"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de calibração e verificação externa de equipamentos ;Ajuste directo;Aquisição de serviços;"71600000-4, Serviços técnicos de ensaio, análise e consultoria";"Instituto Nacional de Medicina Legal, I.P. (508203970)";ISQ - Instituto de Soldadura e Qualidade (500140022);"5.250,00 €";05-11-2015;16-10-2015;20 dias (20 dias);"Portugal, Coimbra, Coimbra<BR/>Portugal, Lisboa, Lisboa<BR/>Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
MEDICAMENTOS EXCLUSIVOS DIVERSOS;Ajuste directo;Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar do Baixo Vouga, E.P.E. (510123210)";"RATIOPHARM,LDA (502414910)";"20.664,00 €";05-11-2015;09-10-2015;1095 dias (3 anos);"Portugal, Aveiro";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Prestação de Serviços de Trabalhos Especializados - Coordenação no âmbito do projeto ""Homo et Mare"" ";Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";GESTO - Grupo de Estudos do Território de Odemira (509419259);"TAIPA, Crl  (505199033)";"10.305,00 €";05-11-2015;29-10-2015;64 dias (2 meses e 3 dias);"Portugal, Beja, Odemira";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de papel autocolante;Ajuste directo;Aquisição de bens móveis;"30199400-4, Papel gomado ou adesivo";"Imprensa Nacional - Casa da Moeda, S. A. (500792887)";"TORRASPAPEL PORTUGAL, LDA (500242640)";"6.570,00 €";05-11-2015;17-07-2015;14 dias (14 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"aquisição de serviços profissionais de apoio à Gestão de Projetos dos programas de gestão de recursos financeiros (PGRF) e de gestão de tecnologias de informação e comunicação (PGTIC), ambos relativos a componentes transversais à prestação de serviços partilhados";Ajuste directo;Aquisição de serviços;"72000000-5, Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";"Entidade de Serviços Partilhados da Administração Pública, I. P. (510342191)";"KCS IT, SA (508966752)";"73.980,00 €";05-11-2015;30-10-2015;210 dias (6 meses e 27 dias);"Portugal, Lisboa, Amadora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de componentes informáticos-Discos Rígidos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";Agrupamento de Escolas do Dr. João Araújo Correia - SNCP (600084132);"BASEDOIS-Informática e Telecomunicações,Ldª (501333401)";"310,00 €";05-11-2015;15-05-2015;45 dias (1 mês e 14 dias);"Portugal, Vila Real, Peso da Régua";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;181482;Concurso limitado por prévia qualificação para a celebração de acordo quadro de equipamento informático.;false
"Fornecimento de 5.000 resmas de papel A4, em regime de fornecimento contínuado";Ajuste directo;Aquisição de bens móveis;"30192700-8, Artigos de papelaria";Município de Vila Nova de Famalicão (506663264);"OLMAR - Artigos de Papelaria, Lda. (508831989)";"9.750,00 €";05-11-2015;04-11-2015;365 dias (1 ano);"Portugal, Braga, Vila Nova de Famalicão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aluguer do Licenciamento e Alojamento de Dados na Plataforma de Contabilidade Pública, para os Anos 2015, 2016 e 2017";Ajuste directo;Aquisição de serviços;"75110000-0, Serviços públicos gerais";"Serviço Regional de Protecção Civil, IP-RAM (509079911)";"XGT-Soluções Informáticas, S.A. (511123680)";"43.846,80 €";05-11-2015;15-06-2015;1095 dias (3 anos);"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
 Fornecimento de refeições no Instituto Vasco da Gama durante o ano letivo de 2015/2016;Concurso público;Aquisição de serviços;"55524000-9, Serviços de fornecimento de refeições (catering) a escolas";"PROMEC - Promoção do Ensino Particular, S. A. (502297913)";S MAIS- Facility Services Lda (507166620);"47.050,50 €";05-11-2015;09-10-2015;365 dias (1 ano);"Portugal, Leiria, Ansião";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Empreitada de Execução para o Tratamento e Equipamento das novas captações de Parreira, Riachos, Almeirim e Benfica do Ribatejo";Concurso público;Empreitadas de obras públicas;"45232150-8, Obras relacionadas com condutas para abastecimento de água";"AR - Águas do Ribatejo, E. M., S. A. (508345464)";"Tecnorém- Engenharia e Construções, S.A. (502519533)";"274.145,73 €";05-11-2015;16-04-2015;60 dias (1 mês e 29 dias);"Portugal, Santarém, Chamusca<BR/>Portugal, Santarém, Torres Novas<BR/>Portugal, Santarém, Almeirim";Artigo 155º do Código dos Contratos Públicos;12-10-2015;"272.457,13 €";"O tempo que decorreu entre o final do prazo da empreitada e a receção provisória foi derivada a reparações, correção de defeitos e entrega de elementos em falta.";"A obra foi realizada na totalidade, não sendo necessária a faturação de todos os artigos.";;Não aplicável.;Não aplicável.;false
Saccharomyces Boulardii 250mg Pó susp Oral Saq;Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"MERCK, S.A. (500650870)";"330,48 €";05-11-2015;15-07-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de 13.500 folhas de cartolina Neobond 200g;Ajuste directo;Aquisição de bens móveis;"30197630-1, Papel para impressão";"Imprensa Nacional - Casa da Moeda, S. A. (500792887)";NEENAH LAHNSTEIN GMBH (DE 234452920);"23.738,40 €";05-11-2015;10-10-2015;38 dias (1 mês e 7 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
 Prestação de Serviços na Área de Seguros.;Ajuste directo;Aquisição de serviços;"66000000-0, Serviços de finanças e seguros";"Basto Vida - Serviços de Acção Social e Cuidados de Saúde, C. R. L. (509519440)";"Lusitania, Companhia de Seguros, S.A. (501689168)";"8.630,70 €";05-11-2015;26-10-2015;365 dias (1 ano);"Portugal, Braga, Cabeceiras de Basto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de medicamentos para a farmácia do HP para 2015;Ajuste directo;Aquisição de bens móveis;"24000000-4, Produtos químicos";Direção-Geral de Reinserção e Serviços Prisionais (600085171);Farmoz Soc Tecnico Medicinal S.A. (501505334);"95,00 €";05-11-2015;25-09-2015;365 dias (1 ano);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento contínuo de aluguer de viaturas pelo prazo de 1 ano”- faseado conforme necessidades do Município;Ajuste directo;Aquisição de serviços;"60130000-8, Serviços de transporte rodoviário de passageiros com finalidade específica";Município de Viseu (506697320);"GUERIN, Rent a car (Dois), Lda (501738681)";"4.500,00 €";05-11-2015;02-11-2015;365 dias (1 ano);"Portugal, Viseu, Viseu";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"SERVIÇOS TECNICO RESPONSAVEL PELO FUNCIONAMENTO (TRF) PARA SANTA MARIA, SÃO MIGUEL, FAIAL E FLORES";Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Navegação Aérea de Portugal - NAV Portugal, E.P.E (504448064)";SOTECNICA-SOCIEDADE ELECTROTÉCNICA SA (500274797);"8.594,00 €";05-11-2015;30-06-2015;365 dias (1 ano);"Portugal, Região Autónoma dos Açores, Vila do Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Serviços de Animador Cultural de Apoio às Coletividades da Freguesia;Ajuste directo;Aquisição de serviços;"92312250-8, Serviços prestados por artistas individuais";Freguesia de Cidade da Maia (510833039);Luís Miguel Silva Azevedo (214922553);"2.400,00 €";05-11-2015;02-01-2015;364 dias (11 meses e 29 dias);"Portugal, Porto, Maia";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80901815 - AD para Reparação de Aspirador de Ultra-Sons;Ajuste directo;Aquisição de serviços;"50400000-9, Serviços de reparação e manutenção de equipamento médico e de precisão";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"SOCIME MEDICAL, LDA. (504453939)";"1.561,00 €";05-11-2015;05-11-2015;3 dias (3 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de calibração e verificação externa de equipamentos;Ajuste directo;Aquisição de serviços;"71600000-4, Serviços técnicos de ensaio, análise e consultoria";"Instituto Nacional de Medicina Legal, I.P. (508203970)";CATIM - Centro de Apoio Tecnológico à Indústria Metalomecânica (501630473);"3.410,78 €";05-11-2015;16-10-2015;20 dias (20 dias);"Portugal, Lisboa, Lisboa<BR/>Portugal, Coimbra, Coimbra<BR/>Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de um serviço de assistência técnica aos servidores da APA, I.P.";Ajuste directo;Aquisição de serviços;"72611000-6, Serviços de assistência técnica informática";"Agência Portuguesa do Ambiente, I. P. (510306624)";"Fujitsu Technology Solutions, Ldª (500646791)";"30.899,00 €";05-11-2015;28-10-2015;"1080 dias (2 anos, 11 meses e 15 dias)";"Portugal, Lisboa, Amadora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de Serviços Jurídicos;Ajuste directo;Aquisição de serviços;"79100000-5, Serviços jurídicos";UPTEC-Associação de Transferência de Tecnologia da Asprela (507847695);"Pacheco de Amorim, Miranda Blom&Associados, Sociedade de Advogados, RL (507270037)";"12.000,00 €";05-11-2015;02-11-2015;365 dias (1 ano);"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Prestação de Serviços para coordenação de higiene e segurança na Empreitada de ""Edificação da Sala Polivalente para a realização de eventos em Monforte""";Ajuste directo;Aquisição de serviços;"71330000-0, Serviços diversos de engenharia";Município de Monforte (506873412);Pedro Miguel Alves Cristovão (209946865);"4.950,00 €";05-11-2015;06-10-2015;274 dias (9 meses);"Portugal, Portalegre, Monforte";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
78/2454/15 - Prestação de Serviços Teleradiologia Julho 2015;Ajuste directo;Aquisição de serviços;"85120000-6, Serviços de prática médica e serviços conexos";"Centro Hospitalar do Algarve, E. P. E. (510745997)";"IMI - Imagens Médicas Integradas, S.A (501721037)";"12.839,70 €";05-11-2015;08-10-2015;84 dias (2 meses e 23 dias);"Portugal, Faro, Faro<BR/>Portugal, Faro, Lagos<BR/>Portugal, Faro, Portimão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Reparação de pavimento na estrada das Lezirias;Ajuste directo;Empreitadas de obras públicas;"45233142-6, Reparação de estradas";Município de Azambuja (506821480);"Construções Pragosa, S.A. (502496878)";"6.999,70 €";05-11-2015;02-11-2015;4 dias (4 dias);"Portugal, Lisboa, Azambuja";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Introdutor p/ Cateter Termodiluição 7,5 c/ Oximetria e Débito Continuo";Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Edwards Lifesciences (Portugal) (508014832);"900,00 €";05-11-2015;15-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Empreitada de Pavimentação da Rua de Gavim - Bustelo;Ajuste directo;Empreitadas de obras públicas;"45000000-7, Construção";"União das Freguesias de Bustelo, Carneiro e Carvalho de Rei (510835236)";"Obragenial - Construções Unipessoal, Lda (507774736)";"7.205,50 €";05-11-2015;31-10-2015;30 dias (30 dias);"Portugal, Porto, Amarante";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
" Necessidade de adquirir medalhas para oferta sempre que seja necessário ofertar alguma entidade ou organismo , dada a impossibilidade de satisfação da necessidade objeto do procedimento por via dos recursos próprios da autarquia";Ajuste directo;Aquisição de bens móveis;"18512200-3, Medalhas";Município de Olhão (506321894);Rogélia Bronze Velho (141443901);"4.750,00 €";05-11-2015;05-11-2015;54 dias (1 mês e 23 dias);"Portugal, Faro, Olhão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Gás Propano a Granel;Ajuste directo;Aquisição de bens móveis;"09122100-1, Gás propano";Município da Chamusca (501305564);"Petróleos de Portugal - Petrogal, S.A. (500697370)";"18.374,64 €";05-11-2015;21-10-2015;71 dias (2 meses e 10 dias);"Portugal, Santarém, Chamusca";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Concessão relativa à conceção, construção e exploração do restaurante no Estádio Universitário de Lisboa";Concurso público;Outros Tipos (Concessão relativa à conceção supra indicada);"55000000-0, Serviços de hotelaria, restauração e comércio a retalho";Estádio Universitário de Lisboa (510770533);"FOOD4KONGS, S.A. (510728090)";"0,00 €";05-11-2015;29-10-2015;7300 dias (20 anos);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;true
